Date/Time: 2018-02-23-13-19-05
Scenario: #1
Device Name: ABPC
Stethoscope ID: 00:06:66:D0:C9:A5
Units: seconds, kPa, mmHg
32665.82, 0.47, 3.54
32667.20, 0.47, 3.54
32667.78, 0.47, 3.54
32668.41, 0.47, 3.54
32670.04, 0.47, 3.54
32671.96, 0.47, 3.54
32673.19, 0.47, 3.54
32673.83, 0.47, 3.54
32675.64, 0.47, 3.54
32676.80, 0.47, 3.54
32678.42, 0.47, 3.54
32679.27, 0.47, 3.54
32680.90, 0.47, 3.54
32681.72, 0.47, 3.54
32682.89, 0.47, 3.54
32684.14, 0.47, 3.54
32685.33, 0.47, 3.54
32687.08, 0.47, 3.54
32688.64, 0.47, 3.54
32690.12, 0.47, 3.54
32691.35, 0.47, 3.54
32692.52, 0.47, 3.54
32693.78, 0.47, 3.54
32695.35, 0.47, 3.54
32697.87, 0.47, 3.54
32699.71, 0.47, 3.54
32701.38, 0.47, 3.54
32701.95, 0.47, 3.54
32702.69, 0.47, 3.54
32703.79, 0.47, 3.54
32705.04, 0.47, 3.54
32706.26, 0.47, 3.54
32708.10, 0.47, 3.54
32709.41, 0.47, 3.54
32711.11, 0.47, 3.54
32712.33, 0.47, 3.54
32713.93, 0.47, 3.54
32715.86, 0.47, 3.54
32717.64, 0.47, 3.54
32718.83, 0.47, 3.54
32720.39, 0.47, 3.54
32721.30, 0.47, 3.54
32722.52, 0.47, 3.54
32723.61, 0.47, 3.54
32724.19, 0.47, 3.54
32724.91, 0.47, 3.54
32725.53, 0.47, 3.54
32727.33, 0.47, 3.54
32729.03, 0.47, 3.54
32729.79, 0.47, 3.54
32731.03, 0.47, 3.54
32732.58, 0.47, 3.54
32734.01, 0.47, 3.54
32735.14, 0.47, 3.54
32736.19, 0.47, 3.54
32737.88, 0.47, 3.54
32739.44, 0.47, 3.54
32740.73, 0.47, 3.54
32742.03, 0.47, 3.54
32743.82, 0.47, 3.54
32745.59, 0.47, 3.54
32747.32, 0.47, 3.54
32748.50, 0.47, 3.54
32749.67, 0.47, 3.54
32751.10, 0.47, 3.54
32752.32, 0.47, 3.54
32753.54, 0.47, 3.54
32755.23, 0.47, 3.54
32756.43, 0.47, 3.54
32757.14, 0.47, 3.54
32758.02, 0.47, 3.54
32759.00, 0.47, 3.54
32760.14, 0.47, 3.54
32763.15, 0.47, 3.54
32763.85, 0.47, 3.54
32765.00, 0.47, 3.54
32765.61, 0.47, 3.54
32766.89, 0.47, 3.54
32768.57, 0.47, 3.54
32769.84, 0.47, 3.54
32770.98, 0.47, 3.54
32772.22, 0.47, 3.54
32772.81, 0.47, 3.54
32773.45, 0.47, 3.54
32775.22, 0.47, 3.54
32776.26, 0.47, 3.54
32778.16, 0.47, 3.54
32779.32, 0.47, 3.54
32779.82, 0.47, 3.54
32780.53, 0.47, 3.54
32782.48, 0.47, 3.54
32784.24, 0.47, 3.54
32785.46, 0.47, 3.54
32787.03, 0.47, 3.54
32787.64, 0.47, 3.54
32788.87, 0.47, 3.54
32791.08, 0.47, 3.54
32792.28, 0.47, 3.54
32792.98, 0.47, 3.54
32794.51, 0.47, 3.54
32795.90, 0.47, 3.54
32797.05, 0.47, 3.54
32798.22, 0.47, 3.54
32800.16, 0.47, 3.54
32801.95, 0.47, 3.54
32803.08, 0.47, 3.54
32804.25, 0.47, 3.54
32805.48, 0.47, 3.54
32807.63, 0.47, 3.54
32808.84, 0.47, 3.54
32810.45, 0.47, 3.54
32811.72, 0.47, 3.54
32813.38, 0.47, 3.54
32814.04, 0.47, 3.54
32815.56, 0.47, 3.54
32816.92, 0.47, 3.54
32818.43, 0.47, 3.54
32819.90, 0.47, 3.54
32821.35, 0.47, 3.54
32823.12, 0.47, 3.54
32824.37, 0.47, 3.54
32825.50, 0.47, 3.54
32826.63, 0.47, 3.54
32828.40, 0.47, 3.54
32829.76, 0.47, 3.54
32831.25, 0.47, 3.54
32832.45, 0.47, 3.54
32833.90, 0.47, 3.54
32835.54, 0.47, 3.54
32837.22, 0.47, 3.54
32838.77, 0.47, 3.54
32839.61, 0.47, 3.54
32840.84, 0.47, 3.54
32841.92, 0.47, 3.54
32843.46, 0.47, 3.54
32844.66, 0.47, 3.54
32845.87, 0.47, 3.54
32846.75, 0.47, 3.54
32848.47, 0.47, 3.54
32849.70, 0.47, 3.54
32851.26, 0.47, 3.54
32853.23, 0.47, 3.54
32854.41, 0.47, 3.54
32855.02, 0.47, 3.54
32856.20, 0.47, 3.54
32858.00, 0.47, 3.54
32859.75, 0.47, 3.54
32860.95, 0.47, 3.54
32862.56, 0.47, 3.54
32863.31, 0.47, 3.54
32865.07, 0.47, 3.54
32866.28, 0.47, 3.54
32867.57, 0.47, 3.54
32869.18, 0.47, 3.54
32870.00, 0.47, 3.54
32871.22, 0.47, 3.54
32872.67, 0.47, 3.54
32874.00, 0.47, 3.54
32874.75, 0.47, 3.54
32875.27, 0.47, 3.54
32875.98, 0.47, 3.54
32877.31, 0.47, 3.54
32878.87, 0.47, 3.54
32879.59, 0.47, 3.54
32879.81, 0.47, 3.54
32880.92, 0.47, 3.54
32882.06, 0.47, 3.54
32884.10, 0.47, 3.54
32885.59, 0.47, 3.54
32886.80, 0.47, 3.54
32888.34, 0.47, 3.54
32890.19, 0.47, 3.54
32891.90, 0.47, 3.54
32892.65, 0.47, 3.54
32893.28, 0.47, 3.54
32893.90, 0.47, 3.54
32894.92, 0.47, 3.54
32896.22, 0.47, 3.54
32898.33, 0.47, 3.54
32899.11, 0.47, 3.54
32900.31, 0.47, 3.54
32901.56, 0.47, 3.54
32903.29, 0.47, 3.54
32904.49, 0.47, 3.54
32905.63, 0.47, 3.54
32907.24, 0.47, 3.54
32908.68, 0.47, 3.54
32909.98, 0.47, 3.54
32911.15, 0.47, 3.54
32912.40, 0.47, 3.54
32913.59, 0.47, 3.54
32915.23, 0.47, 3.54
32916.81, 0.47, 3.54
32918.52, 0.47, 3.54
32920.04, 0.47, 3.54
32920.68, 0.47, 3.54
32922.38, 0.47, 3.54
32923.83, 0.47, 3.54
32925.30, 0.47, 3.54
32926.48, 0.47, 3.54
32927.67, 0.47, 3.54
32928.95, 0.47, 3.54
32930.23, 0.47, 3.54
32931.49, 0.47, 3.54
32933.03, 0.47, 3.54
32934.14, 0.47, 3.54
32935.43, 0.47, 3.54
32937.23, 0.47, 3.54
32937.96, 0.47, 3.54
32939.25, 0.47, 3.54
32940.47, 0.47, 3.54
32942.01, 0.47, 3.54
32943.13, 0.47, 3.54
32943.97, 0.47, 3.54
32945.12, 0.47, 3.54
32946.41, 0.47, 3.54
32948.52, 0.47, 3.54
32949.39, 0.47, 3.54
32950.53, 0.47, 3.54
32952.57, 0.47, 3.54
32953.43, 0.47, 3.54
32954.50, 0.47, 3.54
32955.87, 0.47, 3.54
32959.15, 0.47, 3.54
32960.99, 0.47, 3.54
32962.20, 0.47, 3.54
32963.77, 0.47, 3.54
32964.53, 0.47, 3.54
32966.04, 0.47, 3.54
32967.45, 0.47, 3.54
32968.60, 0.47, 3.54
32969.88, 0.47, 3.54
32971.48, 0.47, 3.54
32972.44, 0.47, 3.54
32973.14, 0.47, 3.54
32973.70, 0.47, 3.54
32974.92, 0.47, 3.54
32976.26, 0.47, 3.54
32977.95, 0.47, 3.54
32979.12, 0.47, 3.54
32980.38, 0.47, 3.54
32982.15, 0.47, 3.54
32983.73, 0.47, 3.54
32984.54, 0.47, 3.54
32985.76, 0.47, 3.54
32987.85, 0.47, 3.54
32989.69, 0.47, 3.54
32990.54, 0.47, 3.54
32992.03, 0.47, 3.54
32993.38, 0.47, 3.54
32994.59, 0.47, 3.54
32995.76, 0.47, 3.54
32995.89, 0.47, 3.54
32997.21, 0.47, 3.54
32998.38, 0.47, 3.54
32999.57, 0.47, 3.54
33001.30, 0.47, 3.54
33001.97, 0.47, 3.54
33003.16, 0.47, 3.54
33003.68, 0.47, 3.54
33004.40, 0.47, 3.54
33005.06, 0.47, 3.54
33006.29, 0.47, 3.54
33007.98, 0.47, 3.54
33009.15, 0.47, 3.54
33010.24, 0.47, 3.54
33011.38, 0.47, 3.54
33013.23, 0.47, 3.54
33015.10, 0.47, 3.54
33017.00, 0.47, 3.54
33018.27, 0.47, 3.54
33019.44, 0.47, 3.54
33019.97, 0.47, 3.54
33021.13, 0.47, 3.54
33022.76, 0.47, 3.54
33024.64, 0.47, 3.54
33025.26, 0.47, 3.54
33026.55, 0.47, 3.54
33028.14, 0.47, 3.54
33029.49, 0.47, 3.54
33030.66, 0.47, 3.54
33031.87, 0.47, 3.54
33033.69, 0.47, 3.54
33035.94, 0.47, 3.54
33036.51, 0.47, 3.54
33037.31, 0.47, 3.54
33038.94, 0.47, 3.54
33040.01, 0.47, 3.54
33041.09, 0.47, 3.54
33042.33, 0.47, 3.54
33043.09, 0.47, 3.54
33044.84, 0.47, 3.54
33046.69, 0.47, 3.54
33047.93, 0.47, 3.54
33049.15, 0.47, 3.54
33050.33, 0.47, 3.54
33052.09, 0.47, 3.54
33053.16, 0.47, 3.54
33053.33, 0.47, 3.54
33054.89, 0.47, 3.54
33055.61, 0.47, 3.54
33056.51, 0.47, 3.54
33057.72, 0.47, 3.54
33059.46, 0.47, 3.54
33060.69, 0.47, 3.54
33061.95, 0.47, 3.54
33062.97, 0.47, 3.54
33064.21, 0.47, 3.54
33065.48, 0.47, 3.54
33067.51, 0.47, 3.54
33068.89, 0.47, 3.54
33070.04, 0.47, 3.54
33071.63, 0.47, 3.54
33073.13, 0.47, 3.54
33074.08, 0.47, 3.54
33075.25, 0.47, 3.54
33075.87, 0.47, 3.54
33077.32, 0.47, 3.54
33079.82, 0.47, 3.54
33081.64, 0.47, 3.54
33082.75, 0.47, 3.54
33083.81, 0.47, 3.54
33085.13, 0.47, 3.54
33086.84, 0.47, 3.54
33088.03, 0.47, 3.54
33089.70, 0.47, 3.54
33091.32, 0.47, 3.54
33092.98, 0.47, 3.54
33094.38, 0.47, 3.54
33095.57, 0.47, 3.54
33096.71, 0.47, 3.54
33098.34, 0.47, 3.54
33100.06, 0.47, 3.54
33101.18, 0.47, 3.54
33102.75, 0.47, 3.54
33104.61, 0.47, 3.54
33105.93, 0.47, 3.54
33107.07, 0.47, 3.54
33108.35, 0.47, 3.54
33110.01, 0.47, 3.54
33111.14, 0.47, 3.54
33112.50, 0.47, 3.54
33113.13, 0.47, 3.54
33114.61, 0.47, 3.54
33117.12, 0.47, 3.54
33118.90, 0.47, 3.54
33120.21, 0.47, 3.54
33120.94, 0.47, 3.54
33122.05, 0.47, 3.54
33123.20, 0.47, 3.54
33125.27, 0.47, 3.54
33127.19, 0.47, 3.54
33128.50, 0.47, 3.54
33129.71, 0.47, 3.54
33130.87, 0.47, 3.54
33133.08, 0.47, 3.54
33133.86, 0.47, 3.54
33135.02, 0.47, 3.54
33136.24, 0.47, 3.54
33138.49, 0.47, 3.54
33140.27, 0.47, 3.54
33140.90, 0.47, 3.54
33141.93, 0.47, 3.54
33144.01, 0.47, 3.54
33146.42, 0.47, 3.54
33147.72, 0.47, 3.54
33149.30, 0.47, 3.54
33151.22, 0.47, 3.54
33152.38, 0.47, 3.54
33153.52, 0.47, 3.54
33155.75, 0.47, 3.54
33157.39, 0.47, 3.54
33158.84, 0.47, 3.54
33159.95, 0.47, 3.54
33161.17, 0.47, 3.54
33162.75, 0.47, 3.54
33164.42, 0.47, 3.54
33166.27, 0.47, 3.54
33167.49, 0.47, 3.54
33168.69, 0.47, 3.54
33169.31, 0.47, 3.54
33170.50, 0.47, 3.54
33171.70, 0.47, 3.54
33173.24, 0.47, 3.54
33174.57, 0.47, 3.54
33175.75, 0.47, 3.54
33177.54, 0.47, 3.54
33179.22, 0.47, 3.54
33179.94, 0.47, 3.54
33181.09, 0.47, 3.54
33182.31, 0.47, 3.54
33184.17, 0.47, 3.54
33186.00, 0.47, 3.54
33187.23, 0.47, 3.54
33188.47, 0.47, 3.54
33189.63, 0.47, 3.54
33190.80, 0.47, 3.54
33191.85, 0.47, 3.54
33193.11, 0.47, 3.54
33195.15, 0.47, 3.54
33197.04, 0.47, 3.54
33198.14, 0.47, 3.54
33199.20, 0.47, 3.54
33200.02, 0.47, 3.54
33201.69, 0.47, 3.54
33203.86, 0.47, 3.54
33205.14, 0.47, 3.54
33206.26, 0.47, 3.54
33207.38, 0.47, 3.54
33209.57, 0.47, 3.54
33211.45, 0.47, 3.54
33212.11, 0.47, 3.54
33213.29, 0.47, 3.54
33214.96, 0.47, 3.54
33215.90, 0.47, 3.54
33216.50, 0.47, 3.54
33217.71, 0.47, 3.54
33219.45, 0.47, 3.54
33220.85, 0.47, 3.54
33222.98, 0.47, 3.54
33224.25, 0.47, 3.54
33225.44, 0.47, 3.54
33226.39, 0.47, 3.54
33227.26, 0.47, 3.54
33228.43, 0.47, 3.54
33229.60, 0.47, 3.54
33230.27, 0.47, 3.54
33232.19, 0.47, 3.54
33233.26, 0.47, 3.54
33234.97, 0.47, 3.54
33236.69, 0.47, 3.54
33238.89, 0.47, 3.54
33240.07, 0.47, 3.54
33240.78, 0.47, 3.54
33242.16, 0.47, 3.54
33243.68, 0.47, 3.54
33244.91, 0.47, 3.54
33246.12, 0.47, 3.54
33247.78, 0.47, 3.54
33249.10, 0.47, 3.54
33250.26, 0.47, 3.54
33251.54, 0.47, 3.54
33253.20, 0.47, 3.54
33255.45, 0.47, 3.54
33256.23, 0.47, 3.54
33257.31, 0.47, 3.54
33258.52, 0.47, 3.54
33259.65, 0.47, 3.54
33261.17, 0.47, 3.54
33263.04, 0.47, 3.54
33264.62, 0.47, 3.54
33265.31, 0.47, 3.54
33266.42, 0.47, 3.54
33268.03, 0.47, 3.54
33268.87, 0.47, 3.54
33270.49, 0.47, 3.54
33271.75, 0.47, 3.54
33272.90, 0.47, 3.54
33274.40, 0.47, 3.54
33276.31, 0.47, 3.54
33277.48, 0.47, 3.54
33278.12, 0.47, 3.54
33279.50, 0.47, 3.54
33281.32, 0.47, 3.54
33282.43, 0.47, 3.54
33283.59, 0.47, 3.54
33284.22, 0.47, 3.54
33284.79, 0.47, 3.54
33285.87, 0.47, 3.54
33286.76, 0.47, 3.54
33288.52, 0.47, 3.54
33290.67, 0.47, 3.54
33293.25, 0.47, 3.54
33294.17, 0.47, 3.54
33295.86, 0.47, 3.54
33297.76, 0.47, 3.54
33298.55, 0.47, 3.54
33299.99, 0.47, 3.54
33302.14, 0.47, 3.54
33303.91, 0.47, 3.54
33305.11, 0.47, 3.54
33305.71, 0.47, 3.54
33306.46, 0.47, 3.54
33308.65, 0.47, 3.54
33310.36, 0.47, 3.54
33311.87, 0.47, 3.54
33313.87, 0.47, 3.54
33315.09, 0.47, 3.54
33317.83, 0.47, 3.54
33320.88, 0.47, 3.54
33322.13, 0.47, 3.54
33322.75, 0.47, 3.54
33324.38, 0.47, 3.54
33325.65, 0.47, 3.54
33326.88, 0.47, 3.54
33328.08, 0.47, 3.54
33328.59, 0.47, 3.54
33329.86, 0.47, 3.54
33331.40, 0.47, 3.54
33332.83, 0.47, 3.54
33333.90, 0.47, 3.54
33334.97, 0.47, 3.54
33335.97, 0.47, 3.54
33336.88, 0.47, 3.54
33338.65, 0.47, 3.54
33339.90, 0.47, 3.54
33341.59, 0.47, 3.54
33342.74, 0.47, 3.54
33344.02, 0.47, 3.54
33345.98, 0.47, 3.54
33347.96, 0.47, 3.54
33348.32, 0.47, 3.54
33349.47, 0.47, 3.54
33351.17, 0.47, 3.54
33352.37, 0.47, 3.54
33353.59, 0.47, 3.54
33355.22, 0.47, 3.54
33357.15, 0.47, 3.54
33358.93, 0.47, 3.54
33359.95, 0.47, 3.54
33360.96, 0.47, 3.54
33363.12, 0.47, 3.54
33365.29, 0.47, 3.54
33366.88, 0.47, 3.54
33367.90, 0.47, 3.54
33368.88, 0.47, 3.54
33369.99, 0.47, 3.54
33371.27, 0.47, 3.54
33372.37, 0.47, 3.54
33373.47, 0.47, 3.54
33375.55, 0.47, 3.54
33377.36, 0.47, 3.54
33379.12, 0.47, 3.54
33380.71, 0.47, 3.54
33381.41, 0.47, 3.54
33383.57, 0.47, 3.54
33384.88, 0.47, 3.54
33386.04, 0.47, 3.54
33387.08, 0.47, 3.54
33389.38, 0.47, 3.54
33390.56, 0.47, 3.54
33391.65, 0.47, 3.54
33392.86, 0.47, 3.54
33394.02, 0.47, 3.54
33396.04, 0.47, 3.54
33398.18, 0.47, 3.54
33399.98, 0.47, 3.54
33401.58, 0.47, 3.54
33402.39, 0.47, 3.54
33403.52, 0.47, 3.54
33404.82, 0.47, 3.54
33405.87, 0.47, 3.54
33407.22, 0.47, 3.54
33408.40, 0.47, 3.54
33410.17, 0.47, 3.54
33411.26, 0.47, 3.54
33412.93, 0.47, 3.54
33414.42, 0.47, 3.54
33415.07, 0.47, 3.54
33416.12, 0.47, 3.54
33417.39, 0.47, 3.54
33418.97, 0.47, 3.54
33420.02, 0.47, 3.54
33420.75, 0.47, 3.54
33422.09, 0.47, 3.54
33423.86, 0.47, 3.54
33424.99, 0.47, 3.54
33426.13, 0.47, 3.54
33427.64, 0.47, 3.54
33429.63, 0.47, 3.54
33431.40, 0.47, 3.54
33432.58, 0.47, 3.54
33433.20, 0.47, 3.54
33434.34, 0.47, 3.54
33435.82, 0.47, 3.54
33438.80, 0.47, 3.54
33439.95, 0.47, 3.54
33440.91, 0.47, 3.54
33441.66, 0.47, 3.54
33443.34, 0.47, 3.54
33445.09, 0.47, 3.54
33447.17, 0.47, 3.54
33449.08, 0.47, 3.54
33450.30, 0.47, 3.54
33451.37, 0.47, 3.54
33453.66, 0.47, 3.54
33454.87, 0.47, 3.54
33455.97, 0.47, 3.54
33457.26, 0.47, 3.54
33458.63, 0.47, 3.54
33459.44, 0.47, 3.54
33460.62, 0.47, 3.54
33461.73, 0.47, 3.54
33463.33, 0.47, 3.54
33465.03, 0.47, 3.54
33465.83, 0.47, 3.54
33466.90, 0.47, 3.54
33467.62, 0.47, 3.54
33469.31, 0.47, 3.54
33470.50, 0.47, 3.54
33472.06, 0.47, 3.54
33473.31, 0.47, 3.54
33474.45, 0.47, 3.54
33475.61, 0.47, 3.54
33477.38, 0.47, 3.54
33478.66, 0.47, 3.54
33480.20, 0.47, 3.54
33481.05, 0.47, 3.54
33482.13, 0.47, 3.54
33483.34, 0.47, 3.54
33483.96, 0.47, 3.54
33485.10, 0.47, 3.54
33485.80, 0.47, 3.54
33487.05, 0.47, 3.54
33488.84, 0.47, 3.54
33490.56, 0.47, 3.54
33490.85, 0.47, 3.54
33491.04, 0.47, 3.54
33492.65, 0.47, 3.54
33493.97, 0.47, 3.54
33495.22, 0.47, 3.54
33496.73, 0.47, 3.54
33499.04, 0.47, 3.54
33500.81, 0.47, 3.54
33501.81, 0.47, 3.54
33502.58, 0.47, 3.54
33504.69, 0.47, 3.54
33506.01, 0.47, 3.54
33506.80, 0.47, 3.54
33507.45, 0.47, 3.54
33508.74, 0.47, 3.54
33510.51, 0.47, 3.54
33512.18, 0.47, 3.54
33513.42, 0.47, 3.54
33514.53, 0.47, 3.54
33516.00, 0.47, 3.54
33517.11, 0.47, 3.54
33518.30, 0.47, 3.54
33518.91, 0.47, 3.54
33520.10, 0.47, 3.54
33521.88, 0.47, 3.54
33523.55, 0.47, 3.54
33524.78, 0.47, 3.54
33525.43, 0.47, 3.54
33526.59, 0.47, 3.54
33528.64, 0.47, 3.54
33530.01, 0.47, 3.54
33531.18, 0.47, 3.54
33532.38, 0.47, 3.54
33534.08, 0.47, 3.54
33535.73, 0.47, 3.54
33538.50, 0.47, 3.54
33539.69, 0.47, 3.54
33540.30, 0.47, 3.54
33540.90, 0.47, 3.54
33541.95, 0.47, 3.54
33543.31, 0.47, 3.54
33544.52, 0.47, 3.54
33545.16, 0.47, 3.54
33546.69, 0.47, 3.54
33547.87, 0.47, 3.54
33549.08, 0.47, 3.54
33550.28, 0.47, 3.54
33552.61, 0.47, 3.54
33553.84, 0.47, 3.54
33555.64, 0.47, 3.54
33557.92, 0.47, 3.54
33559.12, 0.47, 3.54
33560.26, 0.47, 3.54
33560.87, 0.47, 3.54
33562.59, 0.47, 3.54
33563.82, 0.47, 3.54
33565.05, 0.47, 3.54
33566.27, 0.47, 3.54
33567.83, 0.47, 3.54
33569.54, 0.47, 3.54
33570.33, 0.47, 3.54
33570.97, 0.47, 3.54
33572.47, 0.47, 3.54
33573.35, 0.47, 3.54
33574.61, 0.47, 3.54
33575.78, 0.47, 3.54
33576.98, 0.47, 3.54
33578.47, 0.47, 3.54
33579.54, 0.47, 3.54
33580.76, 0.47, 3.54
33581.40, 0.47, 3.54
33581.95, 0.47, 3.54
33583.19, 0.47, 3.54
33584.60, 0.47, 3.54
33586.14, 0.47, 3.54
33587.32, 0.47, 3.54
33588.45, 0.47, 3.54
33589.71, 0.47, 3.54
33590.89, 0.47, 3.54
33592.13, 0.47, 3.54
33592.87, 0.47, 3.54
33593.92, 0.47, 3.54
33595.13, 0.47, 3.54
33595.90, 0.47, 3.54
33598.19, 0.47, 3.54
33599.51, 0.47, 3.54
33600.77, 0.47, 3.54
33602.30, 0.47, 3.54
33604.14, 0.47, 3.54
33605.96, 0.47, 3.54
33606.53, 0.47, 3.54
33607.96, 0.47, 3.54
33609.34, 0.47, 3.54
33610.77, 0.47, 3.54
33611.89, 0.47, 3.54
33612.79, 0.47, 3.54
33614.52, 0.47, 3.54
33616.55, 0.47, 3.54
33618.00, 0.47, 3.54
33619.21, 0.47, 3.54
33620.46, 0.47, 3.54
33622.13, 0.47, 3.54
33624.44, 0.47, 3.54
33625.68, 0.47, 3.54
33627.57, 0.47, 3.54
33629.28, 0.47, 3.54
33630.47, 0.47, 3.54
33632.26, 0.47, 3.54
33632.82, 0.47, 3.54
33633.97, 0.47, 3.54
33635.52, 0.47, 3.54
33637.30, 0.47, 3.54
33638.91, 0.47, 3.54
33639.79, 0.47, 3.54
33640.97, 0.47, 3.54
33643.14, 0.47, 3.54
33644.57, 0.47, 3.54
33645.70, 0.47, 3.54
33647.15, 0.47, 3.54
33649.04, 0.47, 3.54
33650.40, 0.47, 3.54
33652.09, 0.47, 3.54
33653.21, 0.47, 3.54
33654.39, 0.47, 3.54
33655.77, 0.47, 3.54
33656.67, 0.47, 3.54
33657.52, 0.47, 3.54
33659.02, 0.47, 3.54
33660.32, 0.47, 3.54
33661.62, 0.47, 3.54
33662.83, 0.47, 3.54
33663.96, 0.47, 3.54
33665.05, 0.47, 3.54
33665.75, 0.47, 3.54
33666.94, 0.47, 3.54
33668.17, 0.47, 3.54
33669.39, 0.47, 3.54
33671.05, 0.47, 3.54
33672.79, 0.47, 3.54
33674.01, 0.47, 3.54
33675.09, 0.47, 3.54
33676.89, 0.47, 3.54
33679.30, 0.47, 3.54
33680.73, 0.47, 3.54
33681.58, 0.47, 3.54
33682.75, 0.47, 3.54
33684.95, 0.47, 3.54
33686.76, 0.47, 3.54
33688.26, 0.47, 3.54
33688.54, 0.47, 3.54
33689.71, 0.47, 3.54
33690.53, 0.47, 3.54
33691.66, 0.47, 3.54
33693.44, 0.47, 3.54
33694.84, 0.47, 3.54
33696.02, 0.47, 3.54
33697.64, 0.47, 3.54
33698.80, 0.47, 3.54
33700.64, 0.47, 3.54
33702.57, 0.47, 3.54
33704.18, 0.47, 3.54
33705.84, 0.47, 3.54
33707.75, 0.47, 3.54
33708.93, 0.47, 3.54
33710.11, 0.47, 3.54
33711.26, 0.47, 3.54
33712.98, 0.47, 3.54
33714.68, 0.47, 3.54
33715.27, 0.47, 3.54
33717.23, 0.47, 3.54
33718.46, 0.47, 3.54
33718.98, 0.47, 3.54
33719.70, 0.47, 3.54
33720.29, 0.47, 3.54
33721.45, 0.47, 3.54
33722.47, 0.47, 3.54
33724.29, 0.47, 3.54
33725.95, 0.47, 3.54
33727.97, 0.47, 3.54
33729.22, 0.47, 3.54
33730.05, 0.47, 3.54
33731.08, 0.47, 3.54
33732.73, 0.47, 3.54
33733.46, 0.47, 3.54
33735.27, 0.47, 3.54
33736.98, 0.47, 3.54
33738.16, 0.47, 3.54
33739.25, 0.47, 3.54
33740.10, 0.47, 3.54
33741.63, 0.47, 3.54
33742.80, 0.47, 3.54
33743.35, 0.47, 3.54
33744.43, 0.47, 3.54
33746.24, 0.47, 3.54
33747.86, 0.47, 3.54
33749.28, 0.47, 3.54
33749.89, 0.47, 3.54
33750.46, 0.47, 3.54
33752.12, 0.47, 3.54
33752.84, 0.47, 3.54
33754.43, 0.47, 3.54
33756.01, 0.47, 3.54
33756.89, 0.47, 3.54
33758.05, 0.47, 3.54
33759.13, 0.47, 3.54
33760.30, 0.47, 3.54
33762.47, 0.47, 3.54
33763.59, 0.47, 3.54
33764.80, 0.47, 3.54
33765.55, 0.47, 3.54
33767.40, 0.47, 3.54
33768.92, 0.47, 3.54
33769.52, 0.47, 3.54
33771.33, 0.47, 3.54
33772.97, 0.47, 3.54
33775.24, 0.47, 3.54
33776.62, 0.47, 3.54
33777.66, 0.47, 3.54
33779.27, 0.47, 3.54
33781.20, 0.47, 3.54
33782.51, 0.47, 3.54
33783.84, 0.47, 3.54
33785.36, 0.47, 3.54
33786.73, 0.47, 3.54
33788.35, 0.47, 3.54
33789.08, 0.47, 3.54
33791.81, 0.47, 3.54
33792.59, 0.47, 3.54
33793.81, 0.47, 3.54
33794.92, 0.47, 3.54
33796.04, 0.47, 3.54
33796.24, 0.47, 3.54
33797.90, 0.47, 3.54
33799.05, 0.47, 3.54
33800.29, 0.47, 3.54
33801.45, 0.47, 3.54
33802.63, 0.47, 3.54
33804.26, 0.47, 3.54
33804.96, 0.47, 3.54
33805.63, 0.47, 3.54
33806.67, 0.47, 3.54
33807.27, 0.47, 3.54
33808.14, 0.47, 3.54
33809.40, 0.47, 3.54
33810.88, 0.47, 3.54
33812.48, 0.47, 3.54
33813.27, 0.47, 3.54
33814.48, 0.47, 3.54
33816.28, 0.47, 3.54
33817.50, 0.47, 3.54
33818.58, 0.47, 3.54
33819.16, 0.47, 3.54
33820.33, 0.47, 3.54
33821.79, 0.47, 3.54
33824.23, 0.47, 3.54
33825.34, 0.47, 3.54
33826.14, 0.47, 3.54
33827.33, 0.47, 3.54
33829.11, 0.47, 3.54
33830.20, 0.47, 3.54
33831.30, 0.47, 3.54
33831.93, 0.47, 3.54
33833.21, 0.47, 3.54
33834.79, 0.47, 3.54
33836.81, 0.47, 3.54
33838.56, 0.47, 3.54
33839.17, 0.47, 3.54
33840.93, 0.47, 3.54
33843.23, 0.47, 3.54
33844.41, 0.47, 3.54
33845.63, 0.47, 3.54
33846.73, 0.47, 3.54
33848.25, 0.47, 3.54
33849.63, 0.47, 3.54
33850.82, 0.47, 3.54
33852.49, 0.47, 3.54
33853.21, 0.47, 3.54
33854.94, 0.47, 3.54
33856.40, 0.47, 3.54
33858.27, 0.47, 3.54
33859.36, 0.47, 3.54
33860.92, 0.47, 3.54
33862.26, 0.47, 3.54
33863.41, 0.47, 3.54
33864.53, 0.47, 3.54
33866.07, 0.47, 3.54
33867.49, 0.47, 3.54
33869.60, 0.47, 3.54
33870.33, 0.47, 3.54
33871.49, 0.47, 3.54
33873.01, 0.47, 3.54
33874.31, 0.47, 3.54
33875.63, 0.47, 3.54
33876.80, 0.47, 3.54
33877.95, 0.47, 3.54
33879.17, 0.47, 3.54
33880.87, 0.47, 3.54
33882.58, 0.47, 3.54
33883.76, 0.47, 3.54
33884.85, 0.47, 3.54
33886.04, 0.47, 3.54
33888.28, 0.47, 3.54
33889.54, 0.47, 3.54
33890.61, 0.47, 3.54
33891.25, 0.47, 3.54
33892.55, 0.47, 3.54
33893.65, 0.47, 3.54
33895.39, 0.47, 3.54
33897.04, 0.47, 3.54
33897.85, 0.47, 3.54
33899.05, 0.47, 3.54
33900.18, 0.47, 3.54
